tip_proprietate,tip_tranzactie,nr_camere,suprafata,suprafata_teren,an_constructie,zona,pret,link
CAS,CMP,4,110,530,2019,pacurari,130000,https://homezz.ro/vila-4-camere-mobilata-si-uitilata-complet-pacurari-rediu-2462134.html
CAS,CMP,3,90,230,2021,valea-adanca,65000,https://homezz.ro/casa-duplex-3-camere-cu-acces-asfaltat-valea-adanca-2419122.html
CAS,CMP,3,90,230,2021,valea-adanca,67000,https://homezz.ro/casa-duplex-3-camere-si-beci-valea-adanca-2419095.html
CAS,CMP,4,130,570,2020,copou,130000,https://homezz.ro/vila-individuala-4-camere-copou-breazu-2462132.html
CAS,CMP,4,110,400,2019,pacurari,95000,https://homezz.ro/vila-individuala-4-camere-pacurari-rediu-2462129.html
CAS,CMP,4,100,590,2021,miroslava,75000,https://homezz.ro/casa-4-camere-miroslava-vorovesti-577mp-teren-2328630.html
CAS,CMP,3,76,150,2020,popas-pacurari,80000,https://homezz.ro/vila-3-camere-finalizata-la-900-de-m-restaurant-popas-pacur-2461232.html
CAS,CMP,4,100,590,2021,miroslava,75000,https://homezz.ro/casa-4-camere-cu-incalzire-prin-pardoseala-miroslava-voroves-2328578.html
CAS,CMP,3,85,375,2021,miroslava,85000,https://homezz.ro/casa-3-cam-375mp-terenvalea-adanca-5-drumuricomision-0-2461186.html
CAS,CMP,3,128,1200,2008,periferie,50000,https://homezz.ro/casa-manzatesti-com-ungheni-2376169.html
CAS,CMP,4,106,500,2020,valea-adanca,110000,https://homezz.ro/vila-4-camere-cu-semineu-si-incalzire-in-pardoseala-2098503.html
CAS,CMP,4,100,250,2020,miroslava,91000,https://homezz.ro/duplex-miroslava-la-doi-pasi-100mp-utili-predare-rapida-2353204.html
CAS,CMP,4,97,320,2021,miroslava,90000,https://homezz.ro/casa-cu-4-camere2-baiteren-320mpmiroslavamutare-imediata-2457468.html
CAS,CMP,4,105,450,2021,cug,84000,https://homezz.ro/casa-tip-duplex-4-camere-105mp-utili-horpaz-2457884.html
CAS,CMP,4,155,600,2010,nord-vest,64000,https://homezz.ro/vila-letcani-bogonos-4-cam-garaj-teren-600mp-64000-2478406.html
CAS,CMP,4,177,622,2012,vest,62000,https://homezz.ro/vila-pm-teren-iasi-2478414.html
CAS,CMP,4,120,430,2022,valea-adanca,92000,https://homezz.ro/casa-individuala-4-camere-430-mp-teren-valea-adanca-2478612.html
CAS,CMP,4,115,450,2021,copou,165000,https://homezz.ro/casa-4-camere-in-complex-rezidential-de-lux-2478834.html
CAS,CMP,3,90,250,2020,copou,68000,https://homezz.ro/duplex-plan-parter-3-camere-si-garaj-la-demisol-2478750.html
CAS,CMP,4,120,450,2020,copou,130000,https://homezz.ro/vila-4-camere-cu-arhitectura-deosebita-2478871.html
CAS,CMP,5+,170,700,2021,copou,159000,https://homezz.ro/vila-boema-pe-plan-parter-cu-view-spre-padure-2478904.html
CAS,CMP,4,120,350,2021,popas-pacurari,98000,https://homezz.ro/casa4-camere-finalizata-in-valea-lupului-2478980.html
CAS,CMP,4,110,300,2021,popas-pacurari,115000,https://homezz.ro/casa-in-valea-lupului-cu-incalzire-in-pardoseala-2478956.html
CAS,CMP,4,117,150,2018,copou,88000,https://homezz.ro/penthouse-4-camere-in-capat-copou-breazu-2479000.html
CAS,CMP,3,75,330,1980,periferie,60000,https://homezz.ro/casa-la-dancu-la-5min-de-statia-de-tramvai-2479719.html
CAS,CMP,5,180,540,2008,bucium,90000,https://homezz.ro/vila-la-rosu-zona-bucium-420994.html
CAS,CMP,3,85,418,2021,miroslava,71900,https://homezz.ro/casa-individuala-3-camere-plan-parter-terasa-2362090.html
CAS,CMP,4,100,154,2020,bucium,96000,https://homezz.ro/casa-4-camere-bucium-bellaria-2326999.html
CAS,CMP,3,80,500,2021,miroslava,69500,https://homezz.ro/casa-single-3-camere-80-mp-500-mp-teren-vorovesti-2373040.html
CAS,CMP,3,80,490,2020,miroslava,79000,https://homezz.ro/vila-individuala-cu-3-camere-canalizare-valea-ursului-2327269.html
CAS,CMP,3,75,375,2021,valea-adanca,70000,https://homezz.ro/casa-individuala-3-camere-in-zona-miroslava-horpaz-1957755.html
CAS,CMP,4,100,425,2021,miroslava,78000,https://homezz.ro/case-individuala-cu-4-camere-in-zona-miroslava-vorovesti-2058731.html
CAS,CMP,4,120,250,2020,miroslava,89900,https://homezz.ro/casa-4-cam-2-bai-120-mp-miroslava-2254055.html
CAS,CMP,5+,410,900,2008,frumoasa,240000,https://homezz.ro/vila-fumoasa-2105375.html
CAS,CMP,5+,354,640,2007,pacurari,275000,https://homezz.ro/doua-imobile-pe-640mp-in-centrul-cartierului-pacurari-2402927.html
CAS,CMP,5,180,500,2020,popas-pacurari,202000,https://homezz.ro/vila-spatioasa-cu-finisaje-de-lux-popas-pacurari-2476452.html
CAS,CMP,4,155,180,2000,moara-de-vant,190000,https://homezz.ro/vila-spatiu-comercial-si-garsoniera-la-casa-pe-2431907.html
CAS,CMP,4,200,1000,2013,visani,300000,https://homezz.ro/casa-in-visan-2475881.html
CAS,CMP,5+,323,1650,2014,bucium,185000,https://homezz.ro/vila-barnova-str-george-emil-palade-1425821.html
CAS,CMP,5,105,425,2021,bucium,110000,https://homezz.ro/vila-deosebita-zona-bucium-dealul-craitelor-comision-0-2476192.html
CAS,CMP,3,100,350,2007,lunca-cetatuii,69000,https://homezz.ro/casa-lunca-cetatuii-2394671.html
CAS,CMP,5+,150,370,2000,central,250000,https://homezz.ro/vila-centru-fundatie-2396823.html
CAS,CMP,3,75,450,2017,valea-adanca,75500,https://homezz.ro/casa-individuala-cu-3-camere-d-beci-si-foisor-horpaz-2294152.html
CAS,CMP,4,100,200,2019,popas-pacurari,77500,https://homezz.ro/casa-tip-duplex-mutare-imediata-comsion-0-valea-lupului-2082640.html
CAS,CMP,5,175,500,2020,pacurari,176500,https://homezz.ro/vila-moderna-5-cam-175-mp-utili-pacurari-cimitirul-evre-2152311.html
CAS,CMP,4,119,500,2021,miroslava,135000,https://homezz.ro/vila-cu-4-camere-500mp-terenvalea-ursului-miroslava-2397793.html
CAS,CMP,4,140,240,2020,popas-pacurari,105000,https://homezz.ro/casa-finalizata-la-popas-pacurari-cu-acces-asfaltat-2476474.html
CAS,CMP,3,70,355,2021,lunca-cetatuii,70000,https://homezz.ro/casa-individuala-3-cam-cu-posibilitate-de-mansardare-70000-2415763.html
CAS,CMP,5,145,650,2021,periferie,150000,https://homezz.ro/vila-moderna-rediu-5-camere-145-mp-utili-650-mp-teren-2378792.html
CAS,CMP,4,119,280,2021,popas-pacurari,96000,https://homezz.ro/casa-pe-cadre-si-zidarie-din-caramidaultima-disponibila-2476507.html
CAS,CMP,4,101,200,2018,miroslava,140000,https://homezz.ro/vila-deosebita-complet-mobilata-zona-f-buna-2476511.html
CAS,CMP,4,120,370,2021,popas-pacurari,110000,https://homezz.ro/vila-4-cam-cu-design-modern-incalzire-in-pardoseala-2476564.html
CAS,CMP,3,93,600,2020,popas-pacurari,96000,https://homezz.ro/casa-finalizata-cu-demisol-baza-sportiva-dorobant-2476700.html
CAS,CMP,5,120,450,2021,popas-pacurari,115000,https://homezz.ro/vila-5-camere-2476682.html
CAS,CMP,4,115,520,2021,nord-est,131000,https://homezz.ro/vila-cu-gazon-semineu-porti-automatizare-2476821.html
CAS,CMP,2,90,300,2003,socola,130000,https://homezz.ro/casa-zona-socola-1822710.html
CAS,CMP,4,116,150,2016,copou,88000,https://homezz.ro/penthouse-capat-copou-breazu-cu-gradina-2476951.html
CAS,CMP,3,140,455,1970,sararie,180000,https://homezz.ro/casa-cu-teren-455mp-sararie-2477087.html
CAS,CMP,4,110,400,2019,popas-pacurari,99999,https://homezz.ro/vila-4-camere-valea-lupului-popas-pacurari-1676903.html
CAS,CMP,4,108,240,2019,popas-pacurari,76999,https://homezz.ro/duplex-finalizat-valea-lupului-2019015.html
CAS,CMP,2,50,113,1965,tatarasi,55000,https://homezz.ro/corp-de-casa-iasi-tatarasi-str-ion-creanga-2475880.html
CAS,CMP,5,115,500,2021,valea-adanca,120000,https://homezz.ro/vila-5-cam-500-teren-valea-adanca-5-drumuri-iasi-2433832.html
CAS,CMP,4,91,450,2021,valea-adanca,92500,https://homezz.ro/vila-valea-adanca-4-camere-450-mp-teren-2434812.html
CAS,CMP,3,67,420,2021,miroslava,62000,https://homezz.ro/casa-3-camere-67mp-finalizata-mutare-imediata-vorovesti-2474036.html
CAS,CMP,4,120,350,2020,miroslava,130000,https://homezz.ro/finalizata-casa-individuala-4-camere-miroslava-asfalt-2474004.html
CAS,CMP,4,110,365,2021,pacurari,110000,https://homezz.ro/casa-individuala-4-camere-142mp-pacurari-rediu-2474000.html
CAS,CMP,5+,350,850,2012,nicolina,380000,https://homezz.ro/casa-de-lux-nicolina-1-rond-vechi-2474423.html
CAS,CMP,5+,300,1500,2012,bucium,265000,https://homezz.ro/casa-de-lux-bucium-1500mp-teren-2474429.html
CAS,CMP,5+,318,490,2018,bucium,160000,https://homezz.ro/vila-bucium-lidl-2474432.html
CAS,CMP,5,110,260,2018,valea-adanca,110000,https://homezz.ro/casa-individuala-2431096.html
CAS,CMP,4,82,430,2020,valea-adanca,83000,https://homezz.ro/casa-individuala-4-camere-beci-zona-valea-adanca-2474982.html
CAS,CMP,4,115,250,2018,popas-pacurari,169000,https://homezz.ro/vila-eleganta-pe-popas-pacurari-2455691.html
CAS,CMP,4,99,342,2020,copou,97000,https://homezz.ro/casa-individuala-parter-breazu-99-mp-2196384.html
CAS,CMP,4,113,280,2021,galata,155000,https://homezz.ro/vila-individuala-4-camere-galata-1332-mp-2454944.html
CAS,CMP,3,110,380,2021,valea-adanca,80000,https://homezz.ro/casa-individuala-in-zona-valea-adanca-1907034.html
CAS,CMP,3,82,577,2021,miroslava,72900,https://homezz.ro/casa-3-camere-individuala-577mp-teren-vorovesti-2375627.html
CAS,CMP,3,100,200,2021,bucium,80000,https://homezz.ro/triplex-bucium-plopii-fara-sot-80000-2433570.html
CAS,CMP,4,110,450,2020,miroslava,80000,https://homezz.ro/casa-individuala-cu-470mp-curte-si-beci-valea-ursului-2179465.html
CAS,CMP,5+,280,500,2009,bucium,165000,https://homezz.ro/vila-eleganta-dpebucium-visan-2096965.html
CAS,CMP,4,115,450,2020,miroslava,110000,https://homezz.ro/casa-individuala-115mp-valea-adanca5-drumuriiasi-2433662.html
CAS,CMP,4,130,360,2021,popas-pacurari,135000,https://homezz.ro/vila-moderna-cu-4-camere-zona-popas-pacurari-2024656.html
CAS,CMP,5,120,500,2020,popas-pacurari,105000,https://homezz.ro/vila-individuala-cu-5-camere-si-500mp-teren-in-zona-popas-pa-2324671.html
CAS,CMP,3,85,418,2021,miroslava,71900,https://homezz.ro/casa-individuala3-camere-incalzire-in-pardosealala-asfalt-2073991.html
CAS,CMP,4,150,600,2016,popas-pacurari,135000,https://homezz.ro/casa-pm-valea-lupului-proprietar-2390773.html
CAS,CMP,5+,410,900,2009,frumoasa,240000,https://homezz.ro/vila-7-camere-cetatuia-2451684.html
CAS,CMP,4,132,200,2021,visani,105000,https://homezz.ro/vila-tip-duplex-4-camere-132-mp-105000-2414518.html
CAS,CMP,3,73,500,2020,pacurari,79000,https://homezz.ro/casa-individuala-3-camere-500mp-teren-zona-rediu-2100484.html
CAS,CMP,5+,193,300,2018,lunca-cetatuii,71900,https://homezz.ro/casa-7-camere-lunca-cetatuii-ideala-pentru-2-familii-2320929.html
CAS,CMP,4,110,440,2021,miroslava,105000,https://homezz.ro/vila-4-camere-110-mpu-440-mp-terenmiroslavacomision-0-2452564.html
CAS,CMP,4,108,290,2020,miroslava,75000,https://homezz.ro/casa-duplex-4-camere-horpaz-la-650ml-de-ratp-2320899.html
CAS,CMP,4,112,420,2021,miroslava,75000,https://homezz.ro/casa-valea-ursului-112mp-utili-75000-2451765.html
CAS,CMP,4,100,250,2020,valea-adanca,91500,https://homezz.ro/duplex-finalizat100mpuvalea-adanca-5-drumuri-2472485.html
CAS,CMP,5,322,285,2021,tatarasi,325000,https://homezz.ro/casa-tip-duplex-tatarasi-piata-chirila-5-camere-285-mp-2452384.html
CAS,CMP,5,90,400,2002,tatarasi,98000,https://homezz.ro/casa-iasi-tatarasi-6-camere-si-curte-2472609.html
CAS,CMP,4,100,230,2021,miroslava,80000,https://homezz.ro/ansamblu-vile-tip-duplex-si-triplex-80000-comision-0-2429861.html
CAS,CMP,4,150,200,2012,tatarasi,125000,https://homezz.ro/vila-4-camere-tatarasi-2473468.html
CAS,CMP,2,64,3600,2000,nord,40500,https://homezz.ro/casa-cu-teren-aferent-de-3600mp-harlau-1175091.html
CAS,CMP,5,240,2500,2018,popas-pacurari,350000,https://homezz.ro/vila-spm-5-camere-240mp-in-popas-pacurari-2411290.html
CAS,CMP,5+,180,700,2010,pietrarie,115000,https://homezz.ro/vila-in-3-corpuri-1261819.html
CAS,CMP,4,110,300,2021,valea-adanca,120000,https://homezz.ro/vila-pe-110-mu-si-300-teren-valea-adanca-5-drumuri-2451731.html
CAS,CMP,4,100,250,2020,miroslava,75000,https://homezz.ro/casa-miroslava-comision-0-2157659.html
CAS,CMP,4,100,250,2020,miroslava,92000,https://homezz.ro/casa-duplex-4-camere-miroslava-in-centru-2194546.html
CAS,CMP,5,150,430,2021,miroslava,100000,https://homezz.ro/casa-5-camere-430mp-curte-uricani-miroslava-2454248.html
CAS,CMP,4,108,480,2021,valea-adanca,114000,https://homezz.ro/vila-4-camere-108mp-locuibili-si-480mp-curte-valea-adanca-2454358.html
CAS,CMP,4,100,200,2020,galata,119900,https://homezz.ro/casaduplex-4-camere-galata-platoul-insorit-2473992.html
CAS,CMP,4,110,430,2020,miroslava,105000,https://homezz.ro/finalizata-canalizare-casa-individuala-4-camere-miroslava-2473982.html
CAS,CMP,5+,250,600,2020,miroslava,125000,https://homezz.ro/casa-individuala-miroslava-650-mp-2228497.html
CAS,CMP,4,112,723,2020,bucium,124500,https://homezz.ro/casa-bucium-4-camere-900m-in-spate-la-bellaria-onyx-2145217.html
CAS,CMP,4,110,350,2021,popas-pacurari,110000,https://homezz.ro/casa-individuala-4-camere-valea-lupului-2473987.html
CAS,CMP,3,92,440,2012,periferie,46000,https://homezz.ro/casa-la-5km-de-iasi-2464772.html
CAS,CMP,3,80,470,2021,miroslava,75000,https://homezz.ro/casa-3-camere-valea-ursului-2130522.html
CAS,CMP,4,110,560,2021,vest,77900,https://homezz.ro/casa-4-camere-letcani-2130503.html
CAS,CMP,5,170,509,2020,nord-vest,159900,https://homezz.ro/casa-5-camere-breazu-2097224.html
CAS,CMP,5+,200,415,1993,tudor-vladimirescu,95000,https://homezz.ro/casa-si-teren-str-podoleanu-2356541.html
CAS,CMP,5+,120,415,1990,aeroport,95000,https://homezz.ro/casa-zona-stradela-moara-de-vant-1733810.html
CAS,CMP,5,350,2000,2010,visani,350000,https://homezz.ro/vila-lux-mobilata-toate-utilitatile-gradina-pomi-vie-1396519.html
CAS,CMP,5,144,500,2007,bucium,50000,https://homezz.ro/casa-plus-teren-500mp-bucium-iasi-2403816.html
CAS,CMP,4,120,350,2020,miroslava,45000,https://homezz.ro/casa-caramida-la-iesire-din-valea-ursului-2236689.html
CAS,CMP,4,105,500,2019,valea-adanca,105000,https://homezz.ro/casa-individuala-in-valea-adanca-108-000-2098776.html
CAS,CMP,5+,220,500,2014,cug,183000,https://homezz.ro/casa-7-camere-sos-nicolina-151-iasi-2039075.html
CAS,CMP,4,114,1742,1956,bucium,17700,https://homezz.ro/casa-de-cazare-dobrovat-2465966.html
CAS,CMP,4,100,413,2020,valea-adanca,98000,https://homezz.ro/vila-4-cam-413-teren-valea-adanca-5-drumuri-2426743.html
CAS,CMP,3,92,500,2021,dancu,89999,https://homezz.ro/casa-dancutoate-utilitatile-teren-500-mp-2466022.html
CAS,CMP,5,115,500,2021,valea-adanca,120000,https://homezz.ro/vila-5-cam-500-teren-valea-adanca-5-drumuri-2426748.html
CAS,CMP,5,180,2500,1992,central,68000,https://homezz.ro/casa-5-camere-buda-lespezi-iasi-1062851.html
CAS,CMP,3,75,48,1926,copou,134000,https://homezz.ro/copou-exceptie-aurora-proprietate-casa-3-camere-curte-1274974.html
CAS,CMP,5,185,500,2021,popas-pacurari,202000,https://homezz.ro/popas-pacurari-casa-vila-individuala-spepod-2471672.html
CAS,CMP,4,336,530,2020,tatarasi,324960,https://homezz.ro/duplex-tatarasi-eternitate-2349707.html
CAS,CMP,5+,190,456,2017,galata,150000,https://homezz.ro/vila-dealul-galata-iasi-str-podisului-536055.html
CAS,CMP,4,119,420,2021,periferie,130000,https://homezz.ro/vila-4-cam-incalzire-in-pardoseala-teren-420-mp-breazu-2384139.html
CAS,CMP,5+,170,450,2010,popas-pacurari,185000,https://homezz.ro/imobil-popas-pacurari-2472339.html
CAS,CMP,4,120,480,2019,popas-pacurari,150000,https://homezz.ro/vila-la-asfalt-valea-lupului-1867541.html
CAS,CMP,5+,200,400,2010,bucium,275000,https://homezz.ro/vila-bucium-2464404.html
CAS,CMP,5,120,450,2020,bucium,119000,https://homezz.ro/vila-120mp-utili-bucium-sosbarnova-2123849.html
CAS,CMP,4,112,723,2019,bucium,124500,https://homezz.ro/casa-cu-4-camere-iasi-bucium-2150646.html
CAS,CMP,4,209,400,2007,pacurari,200000,https://homezz.ro/casa-vila-in-centrul-cartierului-pacurari-2357810.html
CAS,CMP,5+,110,1800,1996,bularga,120000,https://homezz.ro/casa-cu-teren-1800-mp-paun-iasi-2310926.html
CAS,CMP,3,76,210,2018,miroslava,58000,https://homezz.ro/casa-tip-triplex-2448331.html
CAS,CMP,5+,315,730,2016,copou,299000,https://homezz.ro/vila-4-cam-d170-mpcasa-2-cam-d145-mpteren-700-mp-copou-1452037.html
CAS,CMP,4,100,500,2020,est,80000,https://homezz.ro/vila-iasi-aroneanu-la-cheie-complet-finisata-2314861.html
CAS,CMP,4,120,370,2015,lunca-cetatuii,85000,https://homezz.ro/casa-lunca-cetatuii-2457211.html
CAS,CMP,4,160,500,2005,visani,85000,https://homezz.ro/casa-barnova-iasi-sat-visani-str-dealul-craitelor-1649842.html
CAS,CMP,5,130,500,2010,bucium,160000,https://homezz.ro/vila-4-cam-zona-bucium-teren-500-mp-pem-2413344.html
CAS,CMP,5+,250,612,2005,copou,648000,https://homezz.ro/vila-calitate-util-250mp-pem615mp-teren-copou-1629373.html
CAS,CMP,4,100,250,2021,miroslava,89900,https://homezz.ro/vila-4-cam-la-strada-250-mp-teren-miroslava-2413214.html
CAS,CMP,5,120,593,2012,copou,73000,https://homezz.ro/casavila-zona-cramele-copoului-2374403.html
CAS,CMP,4,120,600,2021,bucium,119950,https://homezz.ro/complex-casevile-individuale-zona-visan-iasi-2416975.html
CAS,CMP,5+,380,1100,2008,bucium,219000,https://homezz.ro/vila-380mpteren-1100-barnovaiasi-2376441.html
CAS,CMP,4,125,420,2020,central,130000,https://homezz.ro/vile-4-camere-single-comision-0-breazu-strada-principal-2067903.html
CAS,CMP,4,120,670,2020,popas-pacurari,130000,https://homezz.ro/vila-finalizata-breazu-lux-dormitor-parter-2308940.html
CAS,CMP,4,115,320,2020,galata,155000,https://homezz.ro/esq-village-3-complex-de-case-individuale-si-duplexgalata-2459774.html
CAS,CMP,5+,253,600,2000,moara-de-vant,525000,https://homezz.ro/moara-de-vant-little-texas-casa-mobilata-dpe-2459800.html
CAS,CMP,5+,415,1260,2015,galata,580000,https://homezz.ro/proprietate-de-lux-galata-platoul-insorit-1260-mp-teren-2459860.html
CAS,CMP,3,60,3500,2017,zahorna-horbesti,80000,https://homezz.ro/casa-teren-3200mp-in-horlesti-rediu-iasi-2459869.html
CAS,CMP,5,118,600,2021,copou,155000,https://homezz.ro/vila-noua-breazu-2460286.html
CAS,CMP,4,118,320,2020,galata,160000,https://homezz.ro/casa-individuala-esq-village-3-zona-galata-2460017.html
CAS,CMP,4,100,330,2021,est,84990,https://homezz.ro/rate-dezvoltator-casa-individuala-hlincea-str-stefan-cortez-2460656.html
CAS,CMP,5+,270,700,2017,nicolina,400000,https://homezz.ro/nicolina-omv-casa-noua-complet-mobilata-si-utilata-2459896.html
CAS,CMP,4,130,100,2020,cug,90000,https://homezz.ro/cug-expomobila-6-km-de-palas-duplex-5-camere-3-bai-2158789.html
CAS,CMP,3,100,355,2021,lunca-cetatuii,72500,https://homezz.ro/casa-plan-partermansarda-350m-teren-lunca-cetatuii-2372386.html
CAS,CMP,4,236,2500,2018,popas-pacurari,350000,https://homezz.ro/vila-236-mp-parter-si-mansarda-teren-2500-mp-popas-pacurari-2372718.html
CAS,CMP,3,70,260,2003,centru-civic,130000,https://homezz.ro/casa-palas-2454818.html
CAS,CMP,4,130,310,2019,valea-adanca,103000,https://homezz.ro/valea-adanca-5-drumuri-vila-4-camere-90-finalizata-2093470.html
CAS,CMP,4,109,600,2020,visani,93000,https://homezz.ro/casa-duplex-complex-unique-villas-visan-2267829.html
CAS,CMP,3,92,600,2019,valea-adanca,150000,https://homezz.ro/proprietar-casa-single-parter-2261742.html
CAS,CMP,5+,365,750,2004,central,1500000,https://homezz.ro/casa-8-cam-amplasata-in-centrul-muniasi-750mp-gradina-2455239.html
CAS,CMP,3,110,400,2019,miroslava,69500,https://homezz.ro/casa-individuala-3c2-bai-110mpc-miroslava-valea-ursului-1566744.html
CAS,CMP,5+,130,500,2010,bucium,160000,https://homezz.ro/vila-bucium-2197355.html
CAS,CMP,5+,120,500,2020,miroslava,107000,https://homezz.ro/casa-in-miroslava-langa-piscina-legaga-2346283.html
CAS,CMP,2,55,3800,2013,miroslava,59500,https://homezz.ro/casa-proprietar-2144334.html
CAS,CMP,5+,192,750,2017,nord-vest,169000,https://homezz.ro/vila-valea-lupului-iasi-1860496.html
CAS,CMP,2,100,482,2012,copou,59950,https://homezz.ro/casa-cu-teren-480mp-intravilan-iasi-vizavi-de-sat-carlig-2245358.html
CAS,CMP,2,42,71,1960,tatarasi,55000,https://homezz.ro/casa-lot-1-113mp-iasi-str-tatarasi-2282748.html
CAS,CMP,3,74,200,2018,cug,65000,https://homezz.ro/vila-pep-74-mp-tip-triplex-cug-curte-200-mp-2418613.html
CAS,CMP,4,97,320,2020,miroslava,90000,https://homezz.ro/casa-individuala-plan-parter-iasi-miroslava-2373319.html
CAS,CMP,4,125,420,2021,copou,130000,https://homezz.ro/finalizata-casa-individuala-146mp-4-camere-copou-breazu-2473996.html
CAS,CMP,5+,300,700,2004,bucium,245000,https://homezz.ro/vila-dpem-bucium-onix-2066265.html
CAS,CMP,4,211,1700,2013,popas-pacurari,111000,https://homezz.ro/vila-pm-4-camere-1700mp-terenpopas-pacurari-vlupului-1935414.html
CAS,CMP,4,119,200,2021,galata,135000,https://homezz.ro/complex-de-case-premium-iasi-galata-soseaua-voinesti-2474010.html
CAS,CMP,3,67,320,2020,miroslava,59000,https://homezz.ro/casa-3-camteren-320mp-valea-ursului-vorrovesti-2474022.html
CAS,CMP,4,110,300,2021,tomesti,82000,https://homezz.ro/vladiceni-iasivila-tip-duplex-4-camere-2-bai-teren-300-m-2434961.html
CAS,CMP,4,107,250,2020,valea-adanca,77000,https://homezz.ro/vila-moderna-cu-4-camere-si-vedere-spre-lac-2325290.html
CAS,CMP,5,120,410,2020,valea-adanca,115000,https://homezz.ro/vila-individuala-moderna-cu-4-camere-si-vedere-spre-lac-2325291.html
CAS,CMP,5,180,504,2020,popas-pacurari,202000,https://homezz.ro/vila-cu-5-camere-garaj-de-40mp-incalzire-pardoseala-popas-2325292.html
CAS,CMP,4,120,500,2021,visani,119500,https://homezz.ro/casa-individuala-cu-etaj-4-camere-119500-comision-0-2414654.html
CAS,CMP,3,120,560,2016,lunca-cetatuii,95000,https://homezz.ro/vila-3-camereindividualateren440-mp-lunca-cetatuii-iasi-2458439.html
CAS,CMP,4,100,350,2021,miroslava,98000,https://homezz.ro/casa-4-camplan-parter100mpu350mp-teren-valea-adanca-5-d-2479873.html
CAS,CMP,4,100,350,2021,valea-adanca,98000,https://homezz.ro/casa-pe-plan-parter-valea-adanca-100mp-utili-98000-2479923.html
CAS,CMP,4,130,400,2021,miroslava,115000,https://homezz.ro/casa-4-camere2-bai130mputeren-400mp-valea-ursuluiiasi-2479950.html
CAS,CMP,4,107,150,2020,popas-pacurari,92000,https://homezz.ro/vila-demisolparteretaj-4-camere-popas-pacurari-2461228.html
CAS,CMP,4,220,500,2021,miroslava,200000,https://homezz.ro/vila-lux-eleganta-semimobilata-materiale-premium-garaj-2461244.html
CAS,CMP,5,13,630,2020,copou,125000,https://homezz.ro/casa-in-breazu-2379965.html
CAS,CMP,5,307,450,2020,popas-pacurari,275000,https://homezz.ro/vila-deosebita-vis-a-vis-de-carrefour-era-2481557.html
CAS,CMP,3,110,380,2021,valea-adanca,80000,https://homezz.ro/casa-individuala-3-camere-si-beci-in-zona-valea-adanca-2483144.html
CAS,CMP,4,125,400,2020,miroslava,130000,https://homezz.ro/casa-cu-4-camere2-baiteren-400mpmiroslavacomision-0-2462990.html
CAS,CMP,3,75,375,2021,valea-adanca,66000,https://homezz.ro/casa-finalizata-cu-3-camere-in-zona-miroslava-horpaz-2483161.html
CAS,CMP,3,95,820,2021,aeroport,1050000,https://homezz.ro/case-pe-parter-sau-etaj-cu-vedere-la-lac-si-820mp-teren-2481621.html
CAS,CMP,4,90,200,2018,pacurari,79000,https://homezz.ro/pacurari-rediu-casa-tip-duplex-2483310.html
CAS,CMP,5+,580,2780,2019,periferie,155000,https://homezz.ro/proprietate-deosebita-iasi-ciurea-2403654.html
CAS,CMP,4,100,205,2021,bucium,85000,https://homezz.ro/casa-tip-duplex-bucium-visani-4-camere-205-mp-teren-2422680.html
CAS,CMP,4,110,430,2020,miroslava,98000,https://homezz.ro/miroslava-casa-individuala-4-camere-110mp-utili-2313954.html
CAS,CMP,3,90,300,2018,pacurari,71500,https://homezz.ro/vila-de-tip-duplex-pacurari-rediu-2445473.html
CAS,CMP,3,84,300,1990,pacurari,78000,https://homezz.ro/vila-single-la-strprincipala-rediu-2445474.html
CAS,CMP,4,120,530,2021,pacurari,110000,https://homezz.ro/vila-individuala-cu-un-design-aparte-si-o-priveliste-deosebi-2445484.html
CAS,CMP,4,114,520,2021,copou,130000,https://homezz.ro/vila-single-cu-semineu-si-o-curte-generoasa-2445482.html
CAS,CMP,5+,200,1575,1997,central,300000,https://homezz.ro/casa-multifamiliala-si-teren-1575mp-b-dul-carosetti-iasi-2027005.html
CAS,CMP,4,115,410,2021,copou,103,https://homezz.ro/casa-4-cam-in-breazu-incalzire-in-pardoseala-strada-priva-2490275.html
CAS,CMP,4,120,420,2021,copou,129900,https://homezz.ro/vila-finalizata-aproape-de-mijloacele-de-transport-2445486.html
CAS,CMP,5+,200,1000,2019,bucium,130000,https://homezz.ro/vila-bucium-paun-1951219.html
CAS,CMP,4,132,250,2021,bucium,104900,https://homezz.ro/duplex-bucium-visan-2448316.html
CAS,CMP,4,125,500,2021,aeroport,82900,https://homezz.ro/casa-calduroasa-pe-plan-parter-situata-in-aroneanu-2490299.html
CAS,CMP,3,72,112,2015,popas-pacurari,82000,https://homezz.ro/casa-insiruita-popas-pacurari-la-pret-de-apartament-2490314.html
CAS,CMP,5,133,680,2020,bucium,139900,https://homezz.ro/vila-bucium-cu-5-camere-si-3-bai-2490431.html
CAS,CMP,4,160,500,2021,bucium,159000,https://homezz.ro/casa-bucium-2490885.html
CAS,CMP,4,120,410,2020,pietrarie,98000,https://homezz.ro/vila-4-cam2bai-120mpu410mp-terenbarnovaiasi-2490908.html
CAS,CMP,4,110,400,2020,lunca-cetatuii,92500,https://homezz.ro/casa-individuala-cu-4-camere-beci-400mp-teren-zona-lunca-2304689.html
