tip_proprietate,nr_camere,suprafata,suprafata_teren,an_constructie,zona,pret
APT,3,67,67,1980,dacia,84000
APT,1,67,67,2021,pacurari,84000
APT,3,67,67,1980,dacia,84000
APT,3,65,65,1980,dacia,84000
APT,2,58,58,2020,copou,84000
APT,3,55,55,1970,copou,84000
APT,3,55,55,1970,copou,84000
APT,2,58,58,2020,copou,84000
CAS,4,118,500,2020,aroneanu,84000
CAS,4,111,480,2020,aroneanu,84000
CAS,4,111,480,2020,aroneanu,84000
CAS,4,111,480,2020,aroneanu,84000
CAS,4,91,450,2021,valea-adanca,84000
CAS,3,73,350,2019,miroslava,84000
CAS,3,73,350,2019,centru,84000
CAS,4,100,300,2020,zona-industriala,84000
CAS,4,100,250,2020,zona-industriala,84000
CAS,3,90,250,2018,miroslava,84000
APT,2,67,67,2021,pacurari,83900
APT,2,67,67,2021,pacurari,83900
APT,3,61,61,1961,centru,83900
APT,3,61,61,1961,tudor-vladimirescu,83900
APT,3,60,60,1964,moara-de-vant,83900
APT,3,60,60,1971,moara-de-vant,83900
APT,2,59,59,1977,centru,83900
APT,2,44,44,1980,centru,83900
CAS,4,101,280,2020,zona-industriala,83900
APT,2,65,65,2020,tatarasi-nord,83850
APT,2,64.5,64.5,2020,moara-de-vant,83850
APT,2,64,64,2020,moara-de-vant,83850
APT,2,64,64,2019,moara-de-vant,83850
APT,2,64,64,2021,tatarasi-nord,83850
APT,2,64,64,2021,tatarasi,83850
APT,2,64,64,2020,podul-de-fier,83850
APT,2,56.5,56.5,2021,moara-de-vant,83850
APT,2,69.85,69.85,2020,copou,83820
APT,2,70,70,2020,agronomie,83800
APT,2,70,70,2020,copou,83800
APT,2,70,70,2020,agronomie,83760
APT,3,76,76,2000,tatarasi,83600
APT,3,77,77,2020,bularga,83575
APT,3,77,77,2020,frumoasa,83575
APT,3,77,77,2020,central,83575
APT,3,77,77,2020,frumoasa,83545
APT,3,77,77,2021,podu-ros,83545
APT,3,77,77,2020,frumoasa,83545
APT,3,77,77,2020,frumoasa,83545
APT,3,77,77,2020,bucium,83500
APT,3,77,77,2021,frumoasa,83500
APT,3,77,77,2021,socola,83500
APT,3,60,60,2020,cug,83500
APT,3,60,60,2020,cug,83500
APT,3,60,60,1986,pacurari,83500
CAS,4,90,530,2020,periferie,83500
CAS,4,103,250,2020,miroslava,83500
CAS,4,125,200,2020,valea-adanca,83500
APT,3,88,88,2019,agronomie,83300
APT,3,88,88,2019,copou,83300
APT,2,62,62,2019,tudor-vladimirescu,83230
APT,3,90,90,2020,copou,83215
APT,3,88,88,2019,copou,83215
APT,3,88,88,2020,copou,83215
APT,3,71,71,2021,agronomie,83215
APT,3,88,88,2019,agronomie,83200
APT,2,59,59,2021,aviatiei,83200
APT,2,65.27,65.27,2020,agronomie,83100
APT,4,120,120,2020,moara-de-vant,83000
APT,4,102,102,2020,soseaua-pacurari,83000
APT,4,100,100,2020,soseaua-pacurari,83000
APT,3,100,100,2020,soseaua-pacurari,83000
APT,4,82,82,1983,frumoasa,83000
APT,3,80,80,1977,mircea-cel-batran,83000
APT,3,72,72,1980,gara,83000
APT,3,72,72,1986,cug,83000
APT,3,72,72,1980,gara,83000
APT,3,72,72,1980,gara,83000
APT,3,72,72,1985,cug,83000
APT,3,72,72,1984,gara,83000
APT,3,72,72,1980,gara,83000
APT,3,72,72,1984,gara,83000
APT,3,72,72,1981,nicolina,83000
APT,3,70,70,1984,gara,83000
APT,3,70,70,1985,pacurari,83000
APT,3,70,70,1980,gara,83000
APT,3,69,69,2020,tatarasi-nord,83000
APT,3,63,63,1980,gara,83000
APT,2,59,59,2020,galata,83000
APT,2,56.15,56.15,2020,copou,83000
APT,2,44.2,44.2,2021,copou,83000
CAS,5,130,700,2019,bucium,83000
CAS,4,100,400,2021,central,83000
CAS,3,70,350,2016,central,83000
CAS,4,100,300,2020,tomesti,83000
CAS,4,106,220,2020,cug,83000
CAS,4,104,137,2019,valea-lupului,83000
CAS,4,104,137,2019,centru,83000
APT,3,64,64,1980,gara,82999
APT,3,64,64,1980,gara,82999
CAS,4,100,260,2020,zona-industriala,82990
APT,3,87,87,2012,nicolina,82900
APT,3,90,90,2008,cug,82900
APT,3,72,72,1981,gara,82900
APT,3,70,70,2017,tatarasi,82900
APT,3,61,61,1984,gara,82900
APT,3,60.5,60.5,1980,gara,82900
APT,3,60,60,1980,gara,82900
APT,3,73.3,73.3,2021,pacurari,82830
APT,3,73,73,2021,pacurari,82830
APT,3,90,90,2008,cug,82800
APT,3,90,90,2008,cug,82800
APT,3,90,90,2008,cug,82800
APT,3,90,90,2008,cug,82800
APT,3,90,90,2008,cug,82800
APT,2,46.03,46.03,2020,centru-civic,82800
APT,2,46,46,2019,central,82800
APT,3,68,68,1981,canta,82700
APT,3,69,69,2020,tatarasi-sud,82687
APT,3,63.5,63.5,2020,aviatiei,82550
APT,3,75,75,1984,gara,82500
APT,3,66,66,2019,cug,82500
APT,2,62,62,2020,copou,82500
APT,2,62,62,2020,copou,82500
APT,2,62,62,2020,copou,82500
APT,2,62,62,2020,copou,82500
APT,2,61,61,2021,copou,82500
APT,2,61,61,2021,copou,82500
APT,2,54,54,2020,agronomie,82500
APT,2,54,54,2020,agronomie,82500
APT,2,50,50,2020,tudor-vladimirescu,82500
CAS,4,100,200,2020,visani,82500
APT,2,52,52,2018,centru-civic,82480
APT,2,47.12,47.12,2020,centru-civic,82460
APT,3,63,63,2020,soseaua-pacurari,82445
APT,3,63,63,2020,pacurari,82445
APT,2,68,68,2020,metalurgie,82230
APT,2,60.16,60.16,2021,aviatiei,82230
APT,3,61,61,2021,cug,82225
APT,3,53,53,2019,podu-ros,82150
APT,2,64,64,2020,dancu,82121
APT,2,63,63,2020,nicolina,82121
APT,2,63,63,2020,nicolina,82121
APT,3,68,68,2021,pacurari,82100
APT,3,68,68,2021,pacurari,82100
APT,2,66,66,2021,pacurari,82100
APT,2,66,66,2021,pacurari,82100
APT,2,66,66,2021,pacurari,82100
APT,2,63,63,2020,cug,82100
APT,3,70,70,2019,bucium,82000
APT,3,75,75,2020,bucium,82000
APT,3,95,95,2016,soseaua-pacurari,82000
APT,3,95,95,2016,pacurari,82000
APT,3,94,94,2020,centru,82000
APT,3,94,94,2018,popas-pacurari,82000
APT,3,94,94,2020,popas-pacurari,82000
APT,3,86,86,1984,nicolina,82000
APT,3,84,84,1988,nicolina,82000
APT,3,80,80,2020,popas-pacurari,82000
APT,3,74.47,74.47,2020,bucium,82000
APT,3,74,74,2020,bucium,82000
APT,3,73,73,1984,pacurari,82000
APT,3,73,73,1983,nicolina,82000
APT,3,73,73,1990,canta,82000
APT,3,73,73,1987,pacurari,82000
APT,3,70,70,1985,gara,82000
APT,3,70,70,1982,dacia,82000
APT,3,70,70,2019,bucium,82000
APT,3,70,70,1987,pacurari,82000
APT,3,68,68,2018,bucium,82000
APT,3,68,68,2018,bucium,82000
APT,3,68,68,2018,bucium,82000
APT,3,68,68,2018,bucium,82000
APT,3,68,68,1980,dacia,82000
APT,3,67,67,1984,gara,82000
APT,3,65,65,2019,copou,82000
APT,3,65,65,2019,copou,82000
APT,3,65,65,2019,copou,82000
APT,3,65,65,1984,frumoasa,82000
APT,3,65,65,2017,carol-1,82000
APT,2,65,65,2020,copou,82000
APT,3,65,65,2017,copou,82000
APT,3,64.8,64.8,2019,copou,82000
APT,3,63,63,1984,pacurari,82000
APT,2,63,63,1972,centru,82000
APT,2,63,63,1972,targu-cucu,82000
APT,3,60,60,1968,tudor-vladimirescu,82000
APT,3,60,60,1968,tudor-vladimirescu,82000
APT,2,55,55,1960,central,82000
APT,2,55,55,1970,targu-cucu,82000
APT,3,53,53,1970,centru,82000
APT,2,53,53,1970,centru,82000
APT,2,50,50,1978,independentei,82000
APT,2,46,46,2017,moara-de-vant,82000
APT,2,46,46,2017,moara-de-vant,82000
APT,3,44,44,1961,tudor-vladimirescu,82000
APT,2,42,42,2021,central,82000
CAS,4,103,480,2020,aroneanu,82000
CAS,4,140,330,2020,manta-rosie,82000
CAS,4,108,250,2020,central,82000
CAS,4,108,250,2020,central,82000
CAS,4,100,250,2020,lunca-cetatuii,82000
APT,2,50,50,2010,podu-ros,81999
APT,3,69,69,2021,tatarasi,81972
APT,3,96,96,2020,popas-pacurari,81900
APT,3,72,72,2020,cug,81900
APT,1,61.88,61.88,2020,agronomie,81900
APT,2,59,59,2017,centru,81900
APT,2,59,59,2017,tatarasi,81900
APT,3,53,53,2021,centru-civic,81840
APT,3,83.45,83.45,2021,popas-pacurari,81800
APT,3,75,75,2020,pacurari,81740
APT,3,74.05,74.05,2021,pacurari,81500
APT,3,74,74,2021,centru,81500
APT,3,70,70,1977,tatarasi-sud,81500
APT,3,62,62,2020,tatarasi-nord,81500
APT,2,45,45,2020,central,81300
APT,3,90,90,2021,agronomie,81200
APT,3,90,90,2021,agronomie,81200
APT,3,90,90,2021,agronomie,81200
APT,3,65,65,2017,tatarasi,81200
APT,3,90,90,2019,agronomie,81150
APT,3,90,90,2020,agronomie,81150
APT,3,89.5,89.5,2020,copou,81150
APT,3,89.5,89.5,2020,copou,81150
APT,3,89.35,89.35,2020,copou,81150
APT,3,89.3,89.3,2021,copou,81150
APT,3,73,73,2022,copou,81150
APT,3,73,73,2022,agronomie,81150
APT,3,73,73,2019,agronomie,81150
APT,3,73,73,2019,agronomie,81150
APT,3,73,73,2020,carol-1,81150
APT,3,52.8,52.8,2021,centru-civic,81140
APT,3,74,74,2020,valea-adanca,81015
APT,3,84,84,2021,popas-pacurari,81000
APT,3,75,75,1980,uzinei,81000
APT,3,74,74,1983,moara-de-vant,81000
APT,3,74,74,1989,dacia,81000
APT,3,73.65,73.65,2020,cug,81000
APT,3,73,73,1988,cug,81000
APT,3,72,72,1980,canta,81000
APT,3,68.8,68.8,2021,tatarasi,81000
APT,2,68,68,2021,moara-de-vant,81000
APT,2,67,67,2015,moara-de-vant,81000
APT,3,65,65,2017,tatarasi-sud,81000
APT,3,64,64,1961,tudor-vladimirescu,81000
APT,3,64,64,1985,aviatiei,81000
APT,3,64,64,1965,tudor-vladimirescu,81000
APT,2,62,62,2018,bucium,81000
APT,2,62,62,2018,bucium,81000
APT,2,62,62,2020,pacurari,81000
APT,2,61,61,2020,galata,81000
APT,2,61,61,2020,galata,81000
APT,2,55,55,2020,nicolina,81000
APT,2,50,50,2015,moara-de-foc,81000
APT,2,45,45,2020,podu-ros,81000
APT,2,45,45,2020,central,81000
CAS,4,147,500,2000,rediu,81000
CAS,4,82,480,2020,cug,81000
CAS,4,100,425,2020,central,81000
APT,2,55,55,2018,central,80900
APT,2,49,49,2020,podu-ros,80850
APT,2,64.6,64.6,2020,agronomie,80800
APT,2,64.6,64.6,2020,agronomie,80800
APT,2,64.6,64.6,2020,agronomie,80800
APT,2,67.31,67.31,2020,metalurgie,80772
APT,2,70.8,70.8,2021,copou,80712
APT,3,73.3,73.3,2021,pacurari,80630
APT,3,68,68,2020,valea-lupului,80630
APT,3,68,68,2020,pacurari,80630
APT,2,62,62,2019,nicolina,80600
APT,3,68,68,2020,pacurari,80595
APT,3,68,68,2020,valea-lupului,80595
APT,3,72,72,1983,nicolina,80500
APT,3,70,70,2020,moara-de-vant,80500
APT,3,70,70,2020,tudor-vladimirescu,80500
APT,2,64,64,2020,copou,80500
APT,2,64,64,2020,copou,80500
APT,2,62,62,2020,copou,80500
APT,2,62,62,2020,copou,80500
APT,2,50,50,2020,copou,80500
APT,2,46.03,46.03,2020,centru-civic,80500
APT,2,50.2,50.2,2022,podul-de-piatra,80480
APT,2,51,51,2022,podu-ros,80450
APT,2,51,51,2022,central,80450
APT,2,64.6,64.6,2020,copou,80400
APT,3,80,80,1980,gara,80350
APT,3,80,80,1982,gara,80350
APT,3,73,73,2021,copou,80300
APT,3,69,69,2021,copou,80300
APT,2,52,52,2020,tatarasi-nord,80300
APT,4,92,92,1962,centru,80000
APT,4,92,92,1962,tatarasi,80000
APT,3,91,91,2021,pacurari,80000
APT,4,90,90,1971,tudor-vladimirescu,80000
APT,3,90,90,2020,pacurari,80000
APT,4,90,90,1971,tatarasi,80000
APT,3,89,89,2019,agronomie,80000
APT,3,89,89,2019,copou,80000
APT,4,82,82,1985,frumoasa,80000
APT,3,81,81,1981,zimbru,80000
APT,4,80,80,1980,tatarasi-sud,80000
APT,3,80,80,2021,pacurari,80000
APT,4,80,80,1980,metalurgie,80000
APT,4,79,79,1980,galata,80000
APT,3,77,77,2017,cug,80000
APT,3,75,75,1985,pacurari,80000
APT,3,72,72,1986,nicolina,80000
APT,3,72,72,1981,canta,80000
APT,3,72,72,1985,pacurari,80000
APT,3,72,72,1980,canta,80000
APT,3,72,72,1981,canta,80000
APT,3,70,70,1987,nicolina,80000
APT,3,70,70,1966,tatarasi-sud,80000
APT,3,70,70,1983,podu-ros,80000
APT,3,70,70,1984,pacurari,80000
APT,3,70,70,1983,central,80000
APT,3,70,70,1981,nicolina,80000
APT,3,70,70,1987,podu-ros,80000
APT,3,68,68,1983,canta,80000
APT,3,68,68,1980,metalurgie,80000
APT,2,67,67,2020,agronomie,80000
APT,2,67,67,2020,copou,80000
APT,3,66,66,2018,centru,80000
APT,3,66,66,2018,centru,80000
APT,3,66,66,2018,nicolina,80000
APT,3,66,66,2018,nicolina,80000
APT,3,65,65,1983,pacurari,80000
APT,2,64,64,2020,agronomie,80000
APT,2,64,64,2018,cug,80000
APT,3,64,64,1985,moara-de-foc,80000
APT,2,64,64,2020,copou,80000
APT,2,62,62,2020,galata,80000
APT,3,62,62,2000,nicolina,80000
APT,2,60,60,1996,copou,80000
APT,2,60,60,1990,gara,80000
APT,2,60,60,2015,bucium,80000
APT,2,59,59,2018,tatarasi-nord,80000
APT,2,59,59,2018,podul-de-fier,80000
APT,2,58,58,1983,gara,80000
APT,1,55,55,1985,gara,80000
APT,3,55,55,2013,tatarasi,80000
APT,2,53,53,2016,carol-1,80000
APT,2,53,53,2016,copou,80000
APT,2,53,53,2016,copou,80000
APT,2,52,52,2020,bucium,80000
APT,2,50,50,2020,nicolina,80000
APT,2,50,50,2020,nicolina,80000
APT,2,50,50,1970,centru-civic,80000
APT,2,50,50,2021,pacurari,80000
APT,2,45,45,2011,podu-ros,80000
APT,2,40,40,1878,centru-civic,80000
CAS,4,110,1000,2005,lunca-cetatuii,80000
CAS,3,125,575,2018,central,80000
CAS,3,90,530,2021,dorobant,80000
CAS,4,90,530,2020,aroneanu,80000
CAS,4,110,500,2020,aroneanu,80000
CAS,4,95,500,2020,tomesti,80000
CAS,4,90,500,2020,cug,80000
CAS,4,100,400,2020,cug,80000
CAS,4,110,270,2020,popas-pacurari,80000
CAS,4,100,270,2020,popas-pacurari,80000
CAS,4,130,250,2020,valea-adanca,80000
CAS,4,110,250,2019,valea-adanca,80000
CAS,4,102,250,2020,cug,80000
CAS,4,92,250,2021,lunca-cetatuii,80000
CAS,3,90,250,2015,valea-adanca,80000
CAS,3,90,250,2020,bucium,80000
CAS,4,102,245,2020,valea-adanca,80000
CAS,4,100,230,2021,miroslava,80000
CAS,3,100,200,2021,bucium,80000
CAS,3,100,200,2020,bucium,80000
CAS,3,100,200,2021,bucium,80000
CAS,3,80,200,2021,bucium,80000
CAS,4,105,150,2018,cug,80000
CAS,4,105,150,2018,valea-adanca,80000
CAS,3,76,150,2020,popas-pacurari,80000
CAS,3,71,112,2015,popas-pacurari,80000
CAS,4,110,100,2018,valea-adanca,80000
CAS,3,100,100,2021,bucium,80000
CAS,4,95,100,2020,nicolina,80000
APT,3,72,72,1981,canta,79999
APT,3,72,72,1981,canta,79999
APT,3,69,69,2018,valea-adanca,79999
APT,3,60,60,2021,cug,79999
APT,2,47,47,1980,canta,79999
APT,2,47,47,1980,canta,79999
CAS,3,80,400,2020,central,79999
CAS,3,80,400,2020,valea-adanca,79999
APT,3,69,69,1980,canta,79990
APT,3,68,68,1982,pacurari,79990
APT,2,50,50,2020,nicolina,79990
APT,3,73,73,2020,agronomie,79937
APT,3,73,73,2021,copou,79937
APT,3,73,73,2021,agronomie,79937
APT,2,100,100,1959,copou,79900
APT,3,90,90,2020,agronomie,79900
APT,3,85,85,2020,popas-pacurari,79900
APT,3,79,79,1982,mircea-cel-batran,79900
APT,3,79,79,1982,mircea-cel-batran,79900
APT,3,79,79,1982,galata,79900
APT,3,79,79,1982,galata,79900
APT,3,76,76,2020,pacurari,79900
APT,3,76,76,2020,popas-pacurari,79900
APT,3,75,75,2021,popas-pacurari,79900
APT,3,73,73,2021,carol-1,79900
APT,3,73,73,2021,copou,79900
APT,3,72,72,1981,canta,79900
APT,3,72,72,1981,canta,79900
APT,3,70,70,1985,pacurari,79900
APT,3,70,70,1985,pacurari,79900
APT,3,65,65,1980,canta,79900
APT,3,65,65,1980,canta,79900
APT,2,64,64,2020,agronomie,79900
APT,2,64,64,2020,copou,79900
APT,2,60,60,2015,bucium,79900
APT,3,60,60,2020,nicolina,79900
APT,1,50,50,2020,copou,79900
APT,2,50,50,2019,nicolina,79900
APT,2,39,39,2018,podu-ros,79900
CAS,5,160,420,2015,bucium,79900
CAS,4,107,230,2020,valea-adanca,79900
CAS,3,80,150,2020,popas-pacurari,79900
CAS,3,78,128,2020,popas-pacurari,79900
CAS,3,85,105,2020,popas-pacurari,79900
CAS,3,85,100,2020,popas-pacurari,79900
CAS,3,85,100,2020,periferie,79900
CAS,3,85,85,2020,pacurari,79900
APT,3,71,71,2020,copou,79850
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2020,copou,79699
APT,3,88,88,2021,copou,79699
APT,2,88,88,2020,copou,79699
APT,3,87,87,2020,copou,79670
APT,3,87,87,2020,copou,79670
APT,3,87,87,2020,copou,79670
APT,3,87,87,2020,copou,79670
APT,3,87,87,2020,copou,79670
APT,3,89,89,2019,agronomie,79650
APT,3,89,89,2019,copou,79650
APT,3,88.15,88.15,2020,copou,79650
APT,3,88,88,2021,agronomie,79650
APT,3,88,88,2020,copou,79650
APT,3,88,88,2020,agronomie,79650
APT,3,88,88,2021,copou,79650
APT,3,88,88,2020,copou,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2022,copou,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2021,carol-1,79650
APT,3,71.3,71.3,2020,copou,79650
APT,3,71.3,71.3,2023,copou,79650
APT,3,71.3,71.3,2020,carol-1,79650
APT,3,71.3,71.3,2020,carol-1,79650
APT,3,71,71,2020,carol-1,79650
APT,3,71,71,2020,carol-1,79650
APT,2,69.85,69.85,2020,agronomie,79629
APT,2,68,68,2020,tatarasi,79620
APT,2,65,65,2020,aviatiei,79620
APT,2,64.7,64.7,2020,tatarasi,79620
APT,3,88,88,2020,copou,79600
APT,3,71.3,71.3,2020,copou,79600
APT,3,71.3,71.3,2020,copou,79600
APT,3,71.3,71.3,2020,copou,79600
APT,3,71.3,71.3,2020,copou,79600
APT,3,76.55,76.55,2020,cug,79585
APT,3,76.55,76.55,2020,cug,79585
APT,3,68.15,68.15,2021,cug,79585
APT,3,68,68,2021,cug,79585
APT,2,69.8,69.8,2021,copou,79572
APT,3,88,88,2020,copou,79500
APT,3,84,84,2020,galata,79500
APT,3,84,84,2020,galata,79500
APT,3,83,83,2021,pacurari,79500
APT,3,83,83,2021,pacurari,79500
APT,4,80,80,1984,metalurgie,79500
APT,4,80,80,1975,tatarasi,79500
APT,4,78,78,2019,galata,79500
APT,3,75,75,2019,cug,79500
APT,3,75,75,2019,cug,79500
APT,3,75,75,2016,cug,79500
APT,3,75,75,2019,cug,79500
APT,3,72,72,1981,canta,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2021,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,71,71,2019,cug,79500
APT,3,70,70,2019,cug,79500
APT,3,70,70,2019,cug,79500
APT,3,70,70,2020,cug,79500
APT,2,64,64,2020,baza-3,79500
APT,2,56,56,2018,tudor-vladimirescu,79500
APT,2,50,50,2019,nicolina,79500
CAS,3,90,480,2020,central,79500
CAS,4,100,270,2020,valea-adanca,79500
CAS,4,98,250,2021,valea-adanca,79500
CAS,4,98,250,2021,valea-adanca,79500
CAS,4,120,200,2020,valea-lupului,79500
APT,3,71.8,71.8,2021,nicolina,79400
APT,3,67,67,2020,pacurari,79400
APT,3,67,67,2020,pacurari,79400
APT,2,39.7,39.7,2020,copou,79400
APT,3,64,64,2021,agronomie,79375
APT,3,64,64,2021,copou,79375
APT,3,83.45,83.45,2021,pacurari,79300
APT,3,80,80,2019,pacurari,79300
APT,3,80,80,2019,pacurari,79300
APT,2,67,67,2019,pacurari,79200
APT,2,66,66,2021,pacurari,79200
APT,2,66,66,2021,pacurari,79200
APT,2,48,48,2020,podu-ros,79200
APT,2,48,48,2019,podu-ros,79200
APT,2,48,48,2019,pacurari,79200
APT,2,48,48,2020,central,79200
APT,2,48,48,2019,podu-ros,79200
APT,3,71.99,71.99,2021,copou,79100
APT,3,71.99,71.99,2021,copou,79100
APT,3,71.99,71.99,2021,copou,79100
APT,3,71.99,71.99,2021,copou,79100
APT,3,71.99,71.99,2021,copou,79100
APT,4,94.65,94.65,2023,tatarasi,79080
APT,3,93.45,93.45,2023,tatarasi,79056
APT,3,87,87,2014,cug,79000
APT,3,84,84,1988,pacurari,79000
APT,3,84,84,1988,pacurari,79000
APT,4,82,82,1984,dacia,79000
APT,3,78,78,2021,pacurari,79000
APT,3,74.6,74.6,2020,pacurari,79000
APT,3,74.6,74.6,2020,pacurari,79000
APT,3,70,70,1981,canta,79000
APT,3,69,69,2019,aviatiei,79000
APT,3,69,69,2020,aviatiei,79000
APT,3,69,69,1980,canta,79000
APT,3,69,69,2019,tatarasi,79000
APT,2,67,67,2015,moara-de-vant,79000
APT,3,65,65,2017,carol-1,79000
APT,3,65,65,1964,dimitrie-cantemir,79000
APT,2,65,65,2020,copou,79000
APT,3,65,65,1964,podu-ros,79000
APT,3,64,64,2021,agronomie,79000
APT,3,63,63,2018,cug,79000
APT,3,63,63,1959,centru-civic,79000
APT,3,62,62,1965,centru,79000
APT,3,62,62,1965,podu-ros,79000
APT,3,61,61,2018,cug,79000
APT,2,56.15,56.15,2020,copou,79000
APT,2,48,48,2019,podu-ros,79000
APT,2,46,46,2018,tudor-vladimirescu,79000
CAS,3,103,500,2020,miroslava,79000
CAS,3,73,500,2020,pacurari,79000
CAS,3,80,490,2020,miroslava,79000
CAS,4,89,480,2020,aroneanu,79000
CAS,3,115,250,2020,popas-pacurari,79000
CAS,4,115,250,2020,pacurari,79000
CAS,4,100,200,2020,pacurari,79000
APT,3,70,70,1983,gara,78999
APT,2,50,50,2020,nicolina,78990
APT,2,57,57,2021,tatarasi,78960
APT,2,56.4,56.4,2020,tatarasi-nord,78960
APT,2,56.4,56.4,2020,tatarasi-nord,78960
APT,2,56,56,2019,tatarasi-sud,78960
APT,3,69,69,2020,aviatiei,78950
APT,3,64,64,2020,aviatiei,78950
APT,3,69,69,2019,aviatiei,78936
APT,3,69,69,2019,tatarasi,78936
APT,3,80,80,1970,alexandru-cel-bun,78900
APT,3,78.9,78.9,2021,copou,78900
APT,3,66,66,2020,pacurari,78900
APT,3,66,66,2020,pacurari,78900
APT,3,64,64,2020,tatarasi-nord,78900
APT,2,61.88,61.88,2021,agronomie,78900
APT,3,72,72,2019,centru,78877
APT,3,72,72,2019,nicolina,78877
APT,2,39.4,39.4,2020,copou,78800
APT,2,39,39,2020,copou,78800
APT,3,63,63,2020,moara-de-vant,78750
APT,3,63,63,2020,tatarasi,78750
APT,2,65,65,2019,pacurari,78700
APT,2,65,65,2021,pacurari,78700
APT,2,65,65,2021,pacurari,78700
APT,2,50,50,1981,centru,78600
APT,2,50,50,1981,centru-civic,78600
APT,2,41,41,2020,copou,78600
APT,2,39.3,39.3,2020,copou,78600
APT,2,53,53,2021,tatarasi,78525
APT,2,52,52,2021,moara-de-vant,78525
APT,2,52,52,2021,moara-de-vant,78525
APT,3,75,75,1984,moara-de-vant,78500
APT,3,72,72,1984,pacurari,78500
APT,3,72,72,1984,pacurari,78500
APT,3,71,71,1980,nicolina,78500
APT,3,67,67,1983,nicolina,78500
APT,3,67,67,1984,nicolina,78500
APT,3,67,67,1984,nicolina,78500
APT,2,59,59,1987,gara,78500
APT,3,57,57,1979,galata,78500
APT,3,57,57,2010,cug,78500
APT,3,57,57,1979,galata,78500
APT,2,39,39,2017,podu-ros,78500
APT,2,39,39,2017,central,78500
CAS,3,77,402,2020,periferie,78500
CAS,3,78,400,2021,rediu,78500
CAS,3,76,400,2021,breazu,78500
